Gene Symbol	RefSeq ID	Transcript Length	LVST #1	LVST #2	LVST #3	LVST #4	LVS #5	LVST #6	cMVST #1	cMVST #2	cMVST #3	Caudal Control #1 	Caudal Control #2	Caudal Control #3	Caudal Control #4	Medial Control #1	Medial Control #2	Medial Control #3	Medial Control #4
Cyp7b1	NM_007825	2166	15	0	14	0	0	0	0	0	5	0	4	29	0	15	23	42	20
Cyp8b1	NM_010012	1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt1	NM_025738	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt10	NM_001039944	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt12	NM_029289	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt14	NM_001191032	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt15	NM_001177380	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt2	NM_173436	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt3	NM_173367	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cypt4	NM_173412	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt7	NM_001039943	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt8	NM_001039941	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyr61	NM_010516	2028	0	0	0	0	0	49	0	0	6	80	56	54	285	117	121	210	158
Cys1	NM_001004455	1767	0	0	0	7	0	0	0	9	0	3	0	10	9	16	27	28	18
Cys1	NM_001161807	1807	1	0	0	7	0	0	0	9	0	3	0	10	10	17	29	30	18
Cys1	NM_138686	1838	1	0	0	7	0	0	0	9	0	3	0	10	11	18	31	30	19
Cysltr1	NM_021476	2754	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	7	6
Cysltr2	NM_001162412	1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Cysltr2	NM_133720	1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Cysrt1	NM_026415	781	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cystm1	NM_001081365	595	35	95	8	52	47	29	5	6	51	55	26	18	36	8	19	34	19
Cyth1	NM_001112699	3176	609	782	257	246	539	519	329	364	246	323	492	246	148	233	345	628	372
Cyth1	NM_001112700	3119	607	766	253	246	539	519	249	364	246	322	490	246	148	233	345	628	373
Cyth1	NM_011180	3179	609	782	257	246	539	519	329	364	246	323	492	246	148	233	345	628	372
Cyth2	NM_001112701	2524	1295	1466	618	459	756	342	252	793	733	1592	962	528	567	326	643	1074	677
Cyth2	NM_011181	2527	1295	1466	618	459	756	342	252	793	733	1594	962	528	567	326	643	1074	677
Cyth3	NM_001163548	4057	965	974	488	262	913	276	497	839	324	1234	281	367	277	888	853	1135	608
Cyth3	NM_011182	3733	928	983	488	265	853	275	497	839	324	1261	281	365	275	877	848	1129	602
Cyth4	NM_028195	2791	27	81	0	4	2	0	1	0	0	8	64	2	5	9	21	32	23
Cytip	NM_139200	5735	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2
Cytl1	NM_001081106	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cyyr1	NM_144853	2033	2	0	0	0	0	0	0	0	0	0	0	5	10	25	34	50	17
D030018L15Rik	NR_003627	6216	0	2	2	0	1	2	1	1	1	18	5	1	0	1	4	7	5
D030025P21Rik	NR_028577	3954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
D030028A08Rik	NR_003293	2820	113	121	84	77	20	177	14	0	26	30	329	63	49	51	61	125	75
D030047H15Rik	NR_033548	2536	6	0	0	1	7	0	0	0	15	8	30	72	11	43	126	202	146
D030056L22Rik	NM_177640	1631	171	142	156	121	591	83	199	409	2	115	37	127	78	470	226	307	134
D0H4S114	NM_001109990	2010	40149	38044	22628	24743	68128	45453	25937	41296	24809	21004	20160	11021	10543	37294	29398	48459	29494
D10Jhu81e	NM_138601	1363	56	24	40	68	46	167	46	13	12	92	54	59	20	73	92	92	60
D10Wsu102e	NM_026579	3509	1654	1409	402	414	804	309	561	110	423	593	970	431	517	620	900	1378	838
D11Wsu47e	NM_177777	2196	145	336	207	96	98	271	28	50	49	111	171	70	79	105	155	275	151
D130009I18Rik	NR_015593	2660	45	0	15	2	0	30	2	0	0	16	0	3	6	14	35	43	21
D130017N08Rik	NR_015486	1705	438	577	118	92	271	254	171	0	51	234	202	92	146	199	365	449	275
D130040H23Rik	NM_172491	2002	71	68	99	115	16	368	167	9	29	94	170	117	46	206	230	378	227
D130043K22Rik	NM_001081051	4977	279	481	34	89	218	14	120	0	44	20	25	30	9	72	124	166	109
D15Ertd621e	NM_145959	5621	1643	1407	565	724	1189	752	1144	362	613	1088	1423	607	527	2063	2071	3223	1938
D16Ertd472e	NM_025967	5938	449	394	75	89	437	410	86	167	246	333	532	141	55	430	365	518	321
D17H6S53E	NM_033477	882	0	1	0	0	0	0	0	0	0	36	0	5	9	0	2	8	5
D17Wsu92e	NM_001033279	3809	1108	900	314	427	719	677	592	912	377	281	1107	139	141	462	582	909	503
D17Wsu92e	NM_001044719	3584	1082	861	309	398	699	677	579	881	362	277	1091	131	140	432	547	861	476
D19Bwg1357e	NM_177474	3462	1102	878	368	463	1828	1111	459	1166	575	608	429	187	172	797	958	1599	933
D1Ertd622e	NM_133825	2738	648	863	413	338	1438	749	562	432	393	292	192	136	177	541	617	960	559
D1Pas1	NM_033077	3212	1	166	0	0	1	5	2	1	0	0	0	0	1	4	4	9	2
D230025D16Rik	NM_145604	2871	1018	840	294	191	897	190	542	266	387	1722	584	127	182	436	557	812	481
D2hgdh	NM_178882	3058	85	66	51	59	273	255	82	29	52	50	40	58	72	171	191	256	159
D2Wsu81e	NM_172660	1838	267	170	220	175	191	247	62	151	127	175	83	110	77	82	196	281	186
D330041H03Rik	NR_033554	1484	895	720	351	343	885	690	430	562	261	187	110	101	167	362	383	630	355
D330045A20Rik	NM_175326	3738	5	0	1	25	0	0	2	10	0	0	37	9	0	13	18	41	15
D330050I16Rik	NR_033224	1734	34	41	45	20	21	0	0	19	1	22	2	14	41	8	11	19	10
D3Ertd254e	NM_001101478	6625	2118	2228	275	834	2650	2031	997	1070	752	1063	780	381	728	1712	1587	2576	1478
D3Ertd751e	NM_001099785	3457	14	57	32	4	242	34	94	0	28	12	171	46	5	238	231	326	194
D3Ertd751e	NM_027271	3322	14	49	32	3	235	31	92	0	21	11	186	44	5	227	230	319	192
D3Ertd751e	NM_028667	3574	14	57	32	4	242	34	94	0	28	12	187	46	5	240	239	331	199
D430020J02Rik	NR_028421	2892	51	127	8	19	35	92	15	7	49	61	10	56	124	67	154	197	107
D430041D05Rik	NM_001033347	10122	5771	8305	1565	2607	4390	5684	3495	2935	2202	3633	3780	1150	1361	2022	2618	3656	2254
D430042O09Rik	NM_001081022	6191	270	218	54	64	199	14	76	0	88	241	602	106	171	133	256	352	221
D4Ertd22e	NM_174996	3210	810	983	231	357	85	931	116	63	211	1433	684	169	178	178	348	512	330
D4Ertd617e	NR_029469	805	175	65	15	131	52	47	10	41	5	123	44	24	8	37	43	45	40
D5Ertd577e	NM_177187	2487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5Ertd579e	NM_001081232	6571	2731	2747	802	968	2712	2107	1163	1494	1674	1845	2865	882	929	2686	3338	4954	3062
D5Ertd605e	NR_033625	1062	2	0	0	0	0	0	0	0	0	6	42	0	0	1	0	3	4
D630003M21Rik	NM_001131021	4521	65	12	0	0	0	0	0	0	0	0	4	11	0	5	8	11	9
D630003M21Rik	NM_177657	3913	71	12	1	2	3	0	1	0	0	0	0	12	0	6	16	20	21
D630023F18Rik	NM_175293	2180	5	18	6	3	392	0	2	0	4	1	0	0	0	4	3	13	6
D630029K05Rik	NR_027846	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630029K05Rik	NR_027847	2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630039A03Rik	NM_178727	2896	11	0	2	0	0	0	0	0	0	0	0	0	0	3	7	10	5
D630041G03Rik	NR_028416	3640	689	1059	10	27	11	3	11	2	6	238	271	9	9	62	49	94	38
D630045J12Rik	NM_194061	10968	8401	10797	2498	2067	8405	8132	3925	3902	4003	7979	8607	2586	3538	5866	6973	10965	6531
D6Ertd474e	NR_027803	2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
D6Ertd527e	NM_001167937	2227	0	337	4	0	0	0	0	0	0	0	0	0	0	1	5	5	3
D6Ertd527e	NM_001167938	2224	0	337	4	0	0	0	0	0	0	0	0	0	0	1	5	5	3
D6Wsu163e	NM_138594	2238	579	413	51	155	576	266	146	788	264	185	377	130	95	270	404	574	393
D730001G18Rik	NR_027836	1588	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D730001G18Rik	NR_027837	1489	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D730005E14Rik	NR_030675	3607	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
D730048I06Rik	NM_026593	1334	0	0	0	0	0	0	0	0	0	0	0	0	39	1	0	0	0
D7Ertd143e	NR_028425	2231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D7Ertd443e	NM_001081331	2425	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	3
D830030K20Rik	NM_177135	1406	27	33	2	1	0	0	6	3	2	8	11	0	1	0	4	10	1
D830031N03Rik	NM_001167918	8311	844	790	142	233	652	675	533	73	545	690	1290	381	406	1306	1750	2820	1644
D830046C22Rik	NR_033147	2357	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	1
D8Ertd738e	NM_001007571	661	261	697	294	393	491	987	350	162	1279	496	70	192	142	121	215	410	226
D8Ertd82e	NM_172911	4780	554	550	77	113	479	583	509	71	31	1037	1159	314	350	685	1095	1470	886
D930015E06Rik	NM_172681	4909	2091	2014	623	667	1585	1562	1255	342	1169	2377	1345	1105	795	1466	1883	3266	1893
D930016D06Rik	NR_030673	3808	465	652	192	179	728	412	274	494	573	203	117	254	262	917	831	1489	929
D930020B18Rik	NM_177335	3427	22	12	0	0	0	32	28	0	0	0	0	0	0	4	8	3	5
D930048N14Rik	NR_027958	3428	18	5	0	25	0	8	0	0	0	0	183	7	7	3	9	4	7
Daam1	NM_026102	6004	5235	7627	2173	2116	4018	4778	2902	1823	1402	3427	2823	1239	1790	4360	5118	7788	4802
Daam1	NM_172464	5869	5188	7591	2166	2099	4015	4768	2892	1823	1401	3386	2796	1229	1785	4356	5114	7782	4793
Daam2	NM_001008231	6045	30	76	3	1	5	0	0	0	100	1	373	101	64	530	792	1176	639
Dab1	NM_010014	1164	25	44	1	27	1	3	0	0	0	142	36	46	60	222	379	733	426
Dab1	NM_177259	5295	474	357	95	94	66	438	28	0	151	1191	339	291	343	3905	4846	7070	4192
Dab2	NM_001008702	3789	0	0	1	0	0	0	0	0	96	1	29	16	101	93	85	129	90
Dab2	NM_001037905	3863	0	0	1	0	0	0	0	0	96	1	29	16	103	93	85	129	91
Dab2	NM_001102400	3800	0	0	1	0	0	0	0	0	96	1	29	16	101	91	84	129	89
Dab2	NM_023118	4517	0	0	4	0	0	0	0	0	96	11	29	18	114	98	111	155	102
Dab2ip	NM_001001602	6394	3750	3389	1027	958	1676	2502	1174	993	819	1914	2401	724	1125	808	1338	1952	1253
Dab2ip	NM_001114124	6518	3767	3433	1044	961	1676	2503	1174	993	819	1948	2413	726	1127	809	1339	1955	1253
Dab2ip	NM_001114125	5388	3603	3335	1031	897	1660	2503	1174	993	817	1931	1440	694	1122	807	1315	1929	1238
Dach1	NM_001038610	5069	2971	2379	1199	1181	2433	1867	1407	805	1558	782	1669	488	567	1542	1463	2610	1504
Dach1	NM_007826	5225	2984	2407	1208	1191	2445	1893	1412	811	1566	790	1698	490	568	1554	1476	2640	1514
Dach2	NM_001142570	5991	302	364	283	419	648	685	75	24	43	255	244	163	155	386	412	686	433
Dach2	NM_033605	3014	212	279	128	277	201	363	2	20	13	184	145	81	86	173	198	327	246
Dact1	NM_001190466	3761	5572	4229	3040	3032	7876	9878	2102	4106	1188	1769	679	684	774	2899	2720	4501	2779
Dact1	NM_021532	3650	5539	4217	3039	3023	7864	9876	2101	4106	1176	1736	670	681	772	2895	2709	4485	2770
Dact2	NM_172826	2808	18	5	0	8	0	0	0	108	4	0	0	0	0	1	1	2	1
Dact3	NM_001081655	2828	559	935	513	346	380	318	203	59	316	431	711	174	162	133	156	253	177
Dad1	NM_001113358	697	2352	1636	546	626	326	1433	270	1055	325	1009	557	256	315	422	697	1013	519
Dad1	NM_010015	3506	1904	1135	386	447	201	1253	232	473	194	836	410	234	221	256	490	731	380
Daf2	NM_007827	1324	0	0	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0
Dag1	NM_010017	4415	2724	3475	719	623	477	2624	541	509	508	3046	2307	652	607	1025	2150	2792	1805
Dagla	NM_198114	5634	2641	2038	262	464	781	954	399	241	457	1203	939	161	426	158	297	385	253
Daglb	NM_144915	3242	771	228	68	142	124	144	77	1	292	102	55	143	118	90	133	261	145
Dalrd3	NM_026378	1737	898	1337	676	769	2063	2262	1199	3402	1171	643	486	430	569	1674	1714	2740	1610
Dancr	NR_015531	1036	123	8	57	73	469	13	65	2	108	32	502	57	30	327	243	380	188
Dand5	NM_201227	1584	141	67	15	90	68	42	9	3	5	141	52	26	16	51	90	129	78
Dand5	NR_033145	1225	142	67	15	90	68	42	9	3	7	141	53	26	16	50	87	126	77
Dao	NM_010018	1712	112	5	0	3	0	0	0	0	0	0	0	7	4	2	7	5	4
Dap	NM_146057	1481	183	210	39	61	82	220	0	0	14	235	844	87	179	42	62	113	57
Dap3	NM_001164533	4538	993	1216	444	443	710	1321	661	1589	345	699	939	295	486	711	829	1269	846
Dap3	NM_022994	4628	1005	1233	451	455	712	1332	663	1599	349	699	948	298	489	721	837	1280	857
Dapk1	NM_029653	5886	2390	4233	721	739	2334	2378	947	631	1094	2516	1193	682	695	1203	1661	2624	1571
Dapk1	NM_134062	5299	2308	4119	708	696	2258	2378	856	631	1088	2486	1179	643	663	1181	1627	2578	1547
Dapk2	NM_010019	1769	0	0	0	0	0	0	0	0	0	0	119	0	2	2	1	2	0
Dapk3	NM_001190473	1676	339	645	86	108	641	1018	45	22	197	286	156	121	61	40	120	128	70
Dapk3	NM_001190474	1728	339	640	86	109	641	1018	45	22	197	290	156	123	61	40	121	128	70
Dapk3	NM_007828	1696	339	639	86	108	641	1018	45	22	197	316	164	121	61	40	120	128	70
Dapl1	NM_029723	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dapp1	NM_011932	3088	6	15	0	0	0	0	0	0	0	65	0	3	1	33	43	64	54
Dars	NM_145507	692	193	96	28	27	14	64	5	0	5	71	128	24	30	26	61	98	66
Dars	NM_177445	2231	770	956	425	684	501	872	247	510	374	386	655	298	317	1484	1713	2486	1552
Dars2	NM_172644	3581	156	253	47	50	458	139	23	1	139	96	62	45	39	125	216	328	197
Daw1	NM_027725	1351	0	0	0	0	0	0	0	0	0	0	20	0	0	10	17	32	12
Daw1	NR_027636	1646	0	0	0	0	0	0	0	0	0	0	20	0	0	10	18	36	15
Daxx	NM_007829	2527	957	481	97	175	185	447	176	230	270	554	243	212	248	222	313	487	286
Dazap1	NM_001122604	2082	1105	852	676	447	879	1039	384	449	535	1576	1862	618	623	278	641	1028	654
Dazap1	NM_001122605	2082	1105	852	676	447	879	1039	384	449	535	1575	1870	618	623	278	640	1028	655
Dazap1	NM_133188	2079	1105	852	676	447	879	1039	384	449	535	1575	1862	618	623	278	640	1028	654
Dazap2	NM_011873	1822	965	984	446	704	1465	2446	392	1544	1161	1935	2011	594	939	2058	2334	3574	2118
Dazl	NM_010021	2942	0	0	0	1	0	0	0	0	0	0	0	0	0	3	6	3	8
Dbf4	NM_001190717	2439	151	109	119	69	478	174	50	5	51	42	201	88	31	285	385	542	344
Dbf4	NM_013726	2442	151	109	119	69	478	174	50	5	51	43	201	88	31	285	385	542	344
Dbh	NM_138942	2282	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	3
Dbi	NM_001037999	593	467	663	192	169	754	577	147	291	670	1645	4240	1114	543	2438	3457	5137	3105
Dbi	NM_007830	587	480	695	216	180	768	586	161	291	702	1741	4685	1201	582	2507	3586	5304	3201
Dbil5	NM_021294	575	0	0	0	0	0	0	0	0	0	0	13	0	0	5	4	8	2
Dbn1	NM_001177371	3044	7643	8645	1943	2348	3930	2766	1527	1558	2112	6306	5062	1737	1604	1042	2444	3537	2134
Dbn1	NM_001177372	2909	7621	8631	1942	2345	3930	2766	1526	1558	2112	6237	5028	1735	1602	1042	2439	3535	2130
Dbn1	NM_019813	2906	7620	8631	1942	2345	3930	2766	1526	1558	2112	6237	5028	1735	1602	1042	2439	3535	2130
Dbndd1	NM_001170975	1527	274	136	160	56	437	323	253	608	147	302	117	119	139	202	273	374	235
Dbndd1	NM_001170976	1344	10	8	8	14	28	0	27	40	6	96	3	21	42	44	60	92	61
Dbndd1	NM_028146	1668	278	156	162	57	439	341	256	608	171	371	117	128	141	208	288	387	250
Dbndd2	NM_001048227	3577	234	296	159	121	404	444	159	231	114	81	137	81	89	244	331	467	320
Dbndd2	NM_001048228	3601	234	296	159	121	404	444	159	231	114	81	137	81	89	244	330	467	320
Dbndd2	NM_001048229	3604	234	296	159	121	404	444	159	231	114	81	137	81	89	244	330	467	320
Dbndd2	NM_026797	3706	234	296	159	121	404	444	159	231	114	82	137	81	89	244	330	467	320
Dbnl	NM_001146308	2369	3068	2641	799	560	790	2725	116	1143	469	1651	1702	374	283	490	738	1087	668
Dbnl	NM_001146309	2357	3068	2641	799	560	790	2725	116	1143	469	1651	1702	374	283	490	738	1087	668
Dbnl	NM_013810	2360	3068	2641	799	560	790	2725	116	1143	469	1651	1702	374	283	490	738	1087	668
Dbp	NM_016974	1678	40	38	37	21	1	97	48	12	176	27	12	23	21	43	46	58	49
Dbpht2	NM_198866	2995	27	5	23	38	153	44	55	0	0	2	32	13	25	148	167	259	148
Dbr1	NM_031403	2103	486	350	107	89	12	119	68	68	73	323	266	76	95	229	198	362	239
Dbt	NM_010022	3292	250	218	96	108	142	68	43	149	251	89	102	79	87	421	437	589	357
Dbx1	NM_001005232	2077	0	0	0	0	0	0	0	0	0	0	0	21	0	56	62	121	71
Dbx2	NM_207533	2271	0	0	0	0	0	0	0	0	0	0	0	2	2	20	10	25	17
Dcaf10	NM_153167	7213	833	751	296	256	654	1115	322	422	251	650	430	169	117	932	990	1594	1033
Dcaf11	NM_133734	2512	668	769	306	330	622	2146	428	576	163	679	771	304	259	726	729	1167	643
Dcaf12	NM_026893	3454	1435	1139	467	678	772	692	212	202	688	1217	883	358	336	680	1165	1902	1155
Dcaf12l1	NM_001190718	3498	48	26	37	11	65	2	80	726	3	15	48	20	23	71	59	70	44
Dcaf12l1	NM_178739	3512	48	26	37	11	65	2	80	726	3	15	48	20	23	71	59	70	44
Dcaf12l2	NM_175539	2881	0	8	0	1	68	29	8	0	0	0	0	10	2	4	6	8	1
Dcaf13	NM_198606	1541	369	502	194	188	980	995	420	940	298	410	108	178	178	829	678	1250	733
Dcaf15	NM_172502	2312	999	933	339	198	232	202	116	146	172	726	589	270	103	113	306	443	270
Dcaf17	NM_001165980	7739	892	708	284	299	1486	415	249	1339	97	394	650	220	229	745	768	1197	637
Dcaf17	NM_001165981	1942	389	378	25	114	182	26	18	34	32	217	174	60	105	147	186	292	151
Dcaf17	NM_001165982	2529	226	361	14	77	121	7	10	30	14	155	82	54	99	55	77	137	83
Dcaf17	NM_198005	1811	322	375	21	112	171	21	15	34	27	201	151	54	96	111	144	222	118
Dcaf4	NM_001165256	2026	110	266	76	123	88	121	160	89	97	271	471	60	148	116	156	242	149
Dcaf4	NM_030246	2083	110	276	76	126	88	121	200	89	97	272	471	64	148	116	156	244	150
Dcaf5	NM_177267	5707	2757	3027	796	803	2427	2292	1097	1043	758	2396	2181	556	525	1821	2579	3844	2469
Dcaf6	NM_028759	3303	828	916	552	343	1067	645	177	525	325	500	453	179	383	725	799	790	752
Dcaf7	NM_027946	5749	11354	11863	2618	3482	7354	6489	3090	2223	2386	9661	8526	1770	2290	4581	5866	8383	4952
Dcaf8	NM_153555	3743	348	654	265	127	1434	739	181	952	517	1087	762	297	217	487	705	1143	674
Dcakd	NM_026551	1714	6302	7574	2615	2113	1507	3854	840	1508	1454	6652	3255	1878	1303	623	1514	2098	1331
Dcbld1	NM_025705	3025	103	53	93	38	302	525	118	534	262	83	285	127	59	211	208	314	216
Dcbld2	NM_028523	6487	1444	2220	346	629	1506	590	1472	2526	1309	1291	1235	472	420	1035	1085	1988	1038
Dcc	NM_007831	10325	9576	9039	3052	4139	7270	6441	1504	2180	1399	4662	13965	3689	2461	9689	11566	18352	11176
Dcdc2a	NM_177577	6883	8	1	0	0	0	0	5	15	0	59	22	9	37	28	36	42	29
Dcdc2c	NM_001177964	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dchs1	NM_001162943	10651	5446	4768	1223	809	2956	2402	654	186	2024	5741	4283	1417	1229	1317	2585	3999	2313
Dck	NM_007832	3057	765	1205	268	307	271	87	118	43	340	284	672	455	415	874	1017	1637	987
Dclk1	NM_001111051	6942	19215	23126	4785	6814	13929	19642	8024	6475	5287	10940	7860	2806	3765	7357	9059	13900	8707
Dclk1	NM_001111052	7016	19341	23173	4799	6822	13977	19642	8026	6475	5304	11048	7925	2831	3772	7387	9098	13977	8745
Dclk1	NM_001111053	6026	6687	8121	1893	2074	5464	4908	2026	1895	2834	4873	3443	1385	1746	4870	4775	7384	4581
Dclk1	NM_019978	7851	23946	28589	5526	7861	15317	20037	8460	6681	6301	14205	9674	3268	4406	7942	10343	15808	9886
Dclk2	NM_027539	4043	4447	4978	1108	1503	2391	2808	1500	703	798	2876	3498	941	978	940	1668	2736	1619
Dclk3	NM_172928	3498	5	58	21	11	0	0	0	0	10	35	0	40	12	61	70	102	56
Dclre1a	NM_018831	4091	105	59	21	79	22	102	220	15	96	140	362	73	43	165	212	287	183
Dclre1b	NM_001025312	4122	333	88	137	59	44	71	18	496	0	144	29	73	31	222	194	314	167
Dclre1b	NM_133865	4288	384	97	137	60	46	71	18	506	0	144	29	74	31	229	202	324	172
Dclre1c	NM_001110214	3711	423	198	114	115	700	69	133	315	87	328	556	111	167	341	363	615	378
Dclre1c	NM_146114	3750	582	414	225	148	705	520	346	315	149	368	519	209	154	397	414	643	465
Dclre1c	NM_175683	4062	516	268	118	120	797	109	136	315	93	358	558	118	182	355	392	674	416
Dcn	NM_001190451	1886	0	0	0	0	0	0	0	0	0	0	0	0	0	107	196	275	200
Dcn	NM_007833	1794	0	0	0	0	0	0	0	0	0	0	0	0	0	105	190	269	192
Dcp1a	NM_133761	5616	1510	1520	250	245	459	448	367	299	635	1137	1667	289	259	656	985	1398	838
Dcp1b	NM_001033379	3311	822	202	128	125	694	82	115	159	270	610	549	208	106	306	315	523	286
Dcp2	NM_027490	8643	1831	2203	539	710	1317	1708	556	617	549	842	734	626	261	2214	1879	2668	1569
Dcpp1	NM_019910	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcpp2	NM_001039238	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dcpp3	NM_001077633	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcps	NM_027030	1194	208	170	148	93	74	269	54	107	92	214	193	139	104	113	234	364	201
Dcst1	NM_029974	2312	58	12	4	5	0	102	0	0	0	4	10	8	13	10	18	16	16
Dcstamp	NM_029422	1993	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dct	NM_010024	2263	0	53	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Dctd	NM_001161515	2075	552	799	172	169	1412	1407	175	1222	89	407	18	73	62	93	127	221	111
Dctd	NM_001161516	1856	547	759	172	168	1412	1407	174	1220	89	406	15	72	62	93	127	221	111
Dctd	NM_178788	2097	552	798	172	169	1412	1407	175	1222	89	407	18	73	62	93	127	221	111
Dctd	NR_027759	2700	616	915	224	178	1412	1836	178	1384	89	407	33	73	80	103	137	246	128
Dctn1	NM_007835	4437	2688	2395	700	645	608	1684	285	277	313	1145	907	404	492	347	921	1316	741
Dctn2	NM_001190453	1923	2690	2476	1101	852	1883	2080	856	2365	1279	2359	1408	642	760	979	1127	1733	1024
Dctn2	NM_001190454	1918	2678	2464	1100	848	1882	2054	848	2365	1278	2339	1380	631	752	972	1117	1709	1012
Dctn2	NM_027151	1917	2678	2464	1100	848	1882	2054	848	2365	1278	2339	1380	631	752	972	1117	1708	1012
Dctn3	NM_001159565	885	2679	2583	724	930	1445	1489	585	892	1341	1562	1107	313	615	667	978	1629	1070
Dctn3	NM_016890	966	2921	2833	780	998	1495	1524	588	906	1372	1682	1296	334	658	680	1001	1678	1096
Dctn4	NM_026302	3714	3969	4669	1276	2198	5048	2812	1251	1303	1303	2620	3399	1722	1661	2220	3381	5305	2903
Dctn5	NM_021608	1532	1204	1857	602	651	965	961	397	450	671	748	1512	345	286	836	1189	1728	1012
Dctn6	NM_011722	964	1556	1313	494	645	1922	842	206	983	376	1033	764	418	308	531	910	1425	850
Dctpp1	NM_023203	631	761	486	292	174	304	210	150	343	390	932	439	146	113	72	124	222	138
Dcun1d1	NM_033623	3545	384	443	245	285	874	623	289	279	171	279	437	176	134	826	671	1163	715
Dcun1d2	NM_001024504	3034	477	391	347	159	762	217	378	666	212	341	387	196	152	654	634	1041	617
Dcun1d2	NM_001042649	2951	476	391	344	155	762	217	378	666	212	339	380	194	149	652	632	1035	615
Dcun1d2	NM_001042650	2854	469	386	340	152	762	202	378	666	209	325	369	191	146	649	619	1024	609
Dcun1d2	NM_001042651	2937	472	386	344	159	762	213	378	666	209	328	380	195	151	653	626	1036	616
Dcun1d3	NM_001163703	5617	570	518	304	378	1436	435	249	34	268	272	108	253	107	714	771	1130	731
Dcun1d3	NM_173408	5636	570	621	312	378	1435	435	249	34	268	221	112	265	117	714	772	1136	734
Dcun1d4	NM_001190733	4021	2781	2414	933	1128	2040	1611	909	699	1128	1572	1525	676	672	1429	1898	2823	1696
Dcun1d4	NM_001190734	4061	2816	2435	934	1144	2042	1616	893	708	1130	1580	1516	678	673	1439	1901	2838	1706
Dcun1d4	NM_178896	4126	2817	2438	939	1145	2045	1622	911	708	1130	1582	1542	679	674	1441	1908	2840	1709
Dcun1d5	NM_029775	1201	760	722	374	514	1772	1749	296	1052	1262	356	388	368	354	1671	1007	1355	451
Dcx	NM_001110222	9060	75798	74039	27460	26316	80653	62319	44550	41276	39024	53933	51303	20413	23148	66223	72791	112149	67686
Dcx	NM_001110223	8982	75746	74008	27464	26313	80631	62290	44543	41272	39017	53937	51307	20403	23148	66214	72765	112099	67663
Dcx	NM_001110224	8979	75745	74007	27463	26313	80625	62290	44542	41271	39016	53937	51307	20403	23145	66213	72765	112097	67662
Dcx	NM_010025	8964	75742	74005	27463	26313	80625	62290	44542	41264	39014	53937	51306	20402	23144	66208	72761	112089	67657
Dcxr	NM_026428	918	0	0	0	13	0	0	0	0	0	21	6	4	30	8	15	17	16
Dda1	NM_025600	2275	2237	2059	932	731	1507	1899	626	1365	827	1333	1410	478	550	514	721	1130	650
Ddah1	NM_026993	3747	1577	3963	819	1180	1963	1116	1335	2972	1603	1701	1169	655	788	2279	2658	3680	2152
